Analysis_ID,CheckIn_Date_ID,City_ID,Star_Rating,Price_Delta_Bucket,Feature_Parity_Bucket,Total_Opportunities,Wins_Count,Losses_Count,Win_Rate_Pct,Avg_Price_Delta_SAR,Avg_Feature_Parity_Score,Revenue_Impact_SAR
15965,20250914,3,3,Cheaper_5_10pct,Low_0_50pct,405,125,280,31,74.99,0.55,195607.74
15966,20250914,3,3,Cheaper_5_10pct,Medium_50_75pct,244,143,101,59,-42.5,0.69,140979.64
15967,20250914,3,3,Cheaper_5_10pct,High_75_90pct,486,243,243,50,-5.43,0.93,185694.75
15968,20250914,3,3,Cheaper_5_10pct,Match_90pct+,110,78,32,71,83.67,0.83,51493.26
15969,20250914,3,3,Match_5pct,Low_0_50pct,101,63,38,63,-2.17,0.64,120333.73
15970,20250914,3,3,Match_5pct,Medium_50_75pct,215,38,177,18,-57.81,0.74,55413.05
15971,20250914,3,3,Match_5pct,High_75_90pct,63,45,18,73,80.01,0.61,44550.81
15972,20250914,3,3,Match_5pct,Match_90pct+,288,97,191,34,60.32,0.78,58176.81
15973,20250914,3,3,Expensive_5_10pct,Low_0_50pct,106,20,86,19,70.67,0.92,20453.27
15974,20250914,3,3,Expensive_5_10pct,Medium_50_75pct,254,111,143,44,-51.5,0.53,187920.41
15975,20250914,3,3,Expensive_5_10pct,High_75_90pct,271,70,201,26,-33.39,0.93,102371.13
15976,20250914,3,3,Expensive_5_10pct,Match_90pct+,339,108,231,32,39.93,0.72,56261.69
15977,20250914,3,3,Expensive_10pct+,Low_0_50pct,395,276,119,70,63.98,0.54,501125.2
15978,20250914,3,3,Expensive_10pct+,Medium_50_75pct,480,86,394,18,96.61,0.75,118906.13
15979,20250914,3,3,Expensive_10pct+,High_75_90pct,159,89,70,56,56.16,0.89,109455.73
15980,20250914,3,3,Expensive_10pct+,Match_90pct+,296,162,134,55,-15.14,0.67,199860.27
15981,20250914,3,4,Cheaper_10pct+,Low_0_50pct,99,54,45,55,-72.53,0.76,31338.16
15982,20250914,3,4,Cheaper_10pct+,Medium_50_75pct,221,46,175,21,-85.77,0.93,43980.47
15983,20250914,3,4,Cheaper_10pct+,High_75_90pct,280,156,124,56,70.57,0.55,290710.87
15984,20250914,3,4,Cheaper_10pct+,Match_90pct+,361,122,239,34,28.92,0.51,69770.61
15985,20250914,3,4,Cheaper_5_10pct,Low_0_50pct,84,15,69,19,0.86,0.84,10055.39
15986,20250914,3,4,Cheaper_5_10pct,Medium_50_75pct,295,147,148,50,-65.7,0.51,162953.1
15987,20250914,3,4,Cheaper_5_10pct,High_75_90pct,123,38,85,31,-42.42,0.75,55179.91
15988,20250914,3,4,Cheaper_5_10pct,Match_90pct+,73,44,29,61,21.68,0.94,83768.34
15989,20250914,3,4,Match_5pct,Low_0_50pct,208,143,65,69,98.4,0.63,214514.41
15990,20250914,3,4,Match_5pct,Medium_50_75pct,239,105,134,44,-61.4,0.92,80920.98
15991,20250914,3,4,Match_5pct,High_75_90pct,327,251,76,77,88.86,0.58,252931.08
15992,20250914,3,4,Match_5pct,Match_90pct+,321,144,177,45,13.6,0.81,211310.03
15993,20250914,3,4,Expensive_5_10pct,Low_0_50pct,64,19,45,30,38.56,0.91,28243.9
15994,20250914,3,4,Expensive_5_10pct,Medium_50_75pct,148,94,54,64,95.69,0.82,77756.23
15995,20250914,3,4,Expensive_5_10pct,High_75_90pct,201,38,163,19,41.85,0.75,27514.98
15996,20250914,3,4,Expensive_5_10pct,Match_90pct+,74,34,40,46,-76.21,0.82,34562.54
15997,20250914,3,4,Expensive_10pct+,Low_0_50pct,361,83,278,23,-60.91,0.92,79761.81
15998,20250914,3,4,Expensive_10pct+,Medium_50_75pct,347,121,226,35,-66.38,0.76,187037.44
15999,20250914,3,4,Expensive_10pct+,High_75_90pct,455,254,201,56,24.76,0.78,218444.96
16000,20250914,3,4,Expensive_10pct+,Match_90pct+,317,53,264,17,76.3,0.85,48036.68
16001,20250914,3,5,Cheaper_10pct+,Low_0_50pct,64,19,45,30,-67.59,0.53,26973.73
16002,20250914,3,5,Cheaper_10pct+,Medium_50_75pct,358,250,108,70,-2.44,0.72,465557.14
16003,20250914,3,5,Cheaper_10pct+,High_75_90pct,427,68,359,16,96.53,0.9,78375.32
16004,20250914,3,5,Cheaper_10pct+,Match_90pct+,229,178,51,78,-0.71,0.97,143252.91
16005,20250914,3,5,Cheaper_5_10pct,Low_0_50pct,311,68,243,22,-25.4,0.73,64220.41
16006,20250914,3,5,Cheaper_5_10pct,Medium_50_75pct,485,295,190,61,56.2,0.85,537727.87
16007,20250914,3,5,Cheaper_5_10pct,High_75_90pct,278,144,134,52,62.59,0.55,78600.71
16008,20250914,3,5,Cheaper_5_10pct,Match_90pct+,356,263,93,74,12.48,0.94,250968.63
16009,20250914,3,5,Match_5pct,Low_0_50pct,291,104,187,36,55.97,0.78,200504.53
16010,20250914,3,5,Match_5pct,Medium_50_75pct,358,232,126,65,19.9,0.83,238423.33
16011,20250914,3,5,Match_5pct,High_75_90pct,374,115,259,31,6.98,0.85,166946.94
16012,20250914,3,5,Match_5pct,Match_90pct+,424,63,361,15,-80.35,0.53,105280.21
16013,20250914,3,5,Expensive_5_10pct,Low_0_50pct,91,28,63,31,77.76,0.92,46315.69
16014,20250914,3,5,Expensive_5_10pct,Medium_50_75pct,301,186,115,62,13.92,0.96,297873.86
16015,20250914,3,5,Expensive_5_10pct,High_75_90pct,97,44,53,46,51.04,0.64,69282.75
16016,20250914,3,5,Expensive_5_10pct,Match_90pct+,318,238,80,75,-25.8,0.67,135153.6
16017,20250914,3,5,Expensive_10pct+,Low_0_50pct,145,66,79,46,-9.54,0.61,61688.84
16018,20250914,3,5,Expensive_10pct+,Medium_50_75pct,144,92,52,64,81.59,0.84,172594.29
16019,20250914,3,5,Expensive_10pct+,High_75_90pct,457,283,174,62,-42.49,0.99,497805.39
16020,20250914,3,5,Expensive_10pct+,Match_90pct+,177,24,153,14,-27.32,0.75,13311.18
16021,20250921,1,3,Cheaper_10pct+,Low_0_50pct,414,207,207,50,-82.1,0.54,342516.15
16022,20250921,1,3,Cheaper_10pct+,Medium_50_75pct,272,127,145,47,90.02,0.83,203338.04
16023,20250921,1,3,Cheaper_10pct+,High_75_90pct,362,119,243,33,-98.26,0.62,164643.58
16024,20250921,1,3,Cheaper_10pct+,Match_90pct+,258,144,114,56,6.95,0.6,134113.94
16025,20250921,1,3,Cheaper_5_10pct,Low_0_50pct,122,67,55,55,-43.84,0.73,116325.17
16026,20250921,1,3,Cheaper_5_10pct,Medium_50_75pct,183,129,54,71,-7.57,0.56,69250.61
16027,20250921,1,3,Cheaper_5_10pct,High_75_90pct,391,164,227,42,71.98,0.72,250193.32
16028,20250921,1,3,Cheaper_5_10pct,Match_90pct+,230,64,166,28,-52.24,0.73,98363.17
16029,20250921,1,3,Match_5pct,Low_0_50pct,471,94,377,20,76.55,0.65,162609.59
16030,20250921,1,3,Match_5pct,Medium_50_75pct,344,237,107,69,-35.92,0.52,420997.52
16031,20250921,1,3,Match_5pct,High_75_90pct,271,86,185,32,-61.4,0.95,102852.9
16032,20250921,1,3,Match_5pct,Match_90pct+,402,44,358,11,86.63,0.7,70555.89
16033,20250921,1,3,Expensive_5_10pct,Low_0_50pct,385,42,343,11,21.16,0.78,22426.62
16034,20250921,1,3,Expensive_5_10pct,Medium_50_75pct,483,236,247,49,19.38,0.72,203273.99
16035,20250921,1,3,Expensive_5_10pct,High_75_90pct,333,43,290,13,-75.43,0.98,43205.76
16036,20250921,1,3,Expensive_5_10pct,Match_90pct+,318,193,125,61,25.7,0.56,156398.08
16037,20250921,1,3,Expensive_10pct+,Low_0_50pct,399,107,292,27,-68.5,0.88,161443.84
16038,20250921,1,3,Expensive_10pct+,Medium_50_75pct,107,66,41,62,57.41,0.52,95043.76
16039,20250921,1,3,Expensive_10pct+,High_75_90pct,206,53,153,26,97.66,0.96,91554.55
16040,20250921,1,3,Expensive_10pct+,Match_90pct+,473,354,119,75,-94.18,0.94,459534.94
16041,20250921,1,4,Cheaper_10pct+,Low_0_50pct,95,57,38,61,73.02,0.6,66228.25
16042,20250921,1,4,Cheaper_10pct+,Medium_50_75pct,239,169,70,71,89.67,0.59,179013.81
16043,20250921,1,4,Cheaper_10pct+,High_75_90pct,87,57,30,66,42.57,0.77,47712.69
16044,20250921,1,4,Cheaper_10pct+,Match_90pct+,110,11,99,10,-80.5,0.64,13028.78
16045,20250921,1,4,Cheaper_5_10pct,Low_0_50pct,294,176,118,60,29.7,0.89,246892.72
16046,20250921,1,4,Cheaper_5_10pct,Medium_50_75pct,238,164,74,69,-52.19,0.86,197057.99
16047,20250921,1,4,Cheaper_5_10pct,High_75_90pct,124,73,51,59,-46.73,0.93,127623.43
16048,20250921,1,4,Cheaper_5_10pct,Match_90pct+,439,162,277,37,-64.72,0.86,146846.55
16049,20250921,1,4,Match_5pct,Low_0_50pct,279,209,70,75,-27.83,0.91,382753.96
16050,20250921,1,4,Match_5pct,Medium_50_75pct,480,278,202,58,89.12,0.61,266441.95
16051,20250921,1,4,Match_5pct,High_75_90pct,204,73,131,36,-67.12,0.54,96698.83
16052,20250921,1,4,Match_5pct,Match_90pct+,442,70,372,16,59.47,0.63,73800.49
16053,20250921,1,4,Expensive_5_10pct,Low_0_50pct,328,186,142,57,-29.97,0.56,342437.53
16054,20250921,1,4,Expensive_5_10pct,Medium_50_75pct,97,55,42,57,-72.79,0.75,98640.17
16055,20250921,1,4,Expensive_5_10pct,High_75_90pct,218,137,81,63,-74.31,0.72,251630.52
16056,20250921,1,4,Expensive_5_10pct,Match_90pct+,111,58,53,53,-88.39,0.59,66047.15
16057,20250921,1,4,Expensive_10pct+,Low_0_50pct,196,45,151,23,21.38,0.73,73922.32
16058,20250921,1,4,Expensive_10pct+,Medium_50_75pct,486,218,268,45,-49.24,0.84,255929.1
16059,20250921,1,4,Expensive_10pct+,High_75_90pct,306,91,215,30,-88.36,0.71,98234.24
16060,20250921,1,4,Expensive_10pct+,Match_90pct+,375,277,98,74,-92.36,0.85,161718.61
16061,20250921,1,5,Cheaper_10pct+,Low_0_50pct,414,78,336,19,48.18,0.86,80758.84
16062,20250921,1,5,Cheaper_10pct+,Medium_50_75pct,199,155,44,78,97.15,0.77,297107.86
16063,20250921,1,5,Cheaper_10pct+,High_75_90pct,316,56,260,18,55.43,0.84,56391.75
16064,20250921,1,5,Cheaper_10pct+,Match_90pct+,212,116,96,55,-91.31,0.51,137492.09
16065,20250921,1,5,Cheaper_5_10pct,Low_0_50pct,462,92,370,20,24.9,1.0,57517.93
16066,20250921,1,5,Cheaper_5_10pct,Medium_50_75pct,142,106,36,75,-7.62,0.74,161848.89
16067,20250921,1,5,Cheaper_5_10pct,High_75_90pct,326,208,118,64,20.72,0.67,185568.73
16068,20250921,1,5,Cheaper_5_10pct,Match_90pct+,170,52,118,31,-62.44,0.56,94079.09
16069,20250921,1,5,Match_5pct,Low_0_50pct,308,113,195,37,64.05,0.76,70422.85
16070,20250921,1,5,Match_5pct,Medium_50_75pct,472,320,152,68,36.02,0.74,567940.27
16071,20250921,1,5,Match_5pct,High_75_90pct,440,180,260,41,96.44,0.72,253333.39
16072,20250921,1,5,Match_5pct,Match_90pct+,500,95,405,19,54.36,0.79,83099.24
16073,20250921,1,5,Expensive_5_10pct,Low_0_50pct,406,77,329,19,-99.2,0.57,38821.92
16074,20250921,1,5,Expensive_5_10pct,Medium_50_75pct,398,87,311,22,-74.3,0.71,111828.13
16075,20250921,1,5,Expensive_5_10pct,High_75_90pct,59,38,21,65,82.24,0.68,20536.96
16076,20250921,1,5,Expensive_5_10pct,Match_90pct+,344,220,124,64,-95.65,0.8,336507.23
16077,20250921,1,5,Expensive_10pct+,Low_0_50pct,450,319,131,71,-15.16,0.93,603192.9
16078,20250921,1,5,Expensive_10pct+,Medium_50_75pct,99,74,25,75,31.49,0.81,143909.25
16079,20250921,1,5,Expensive_10pct+,High_75_90pct,285,145,140,51,-14.73,0.86,195428.04
16080,20250921,1,5,Expensive_10pct+,Match_90pct+,173,95,78,55,66.89,0.59,162124.99
16081,20250921,2,3,Cheaper_10pct+,Low_0_50pct,177,40,137,23,-3.57,0.75,64226.73
16082,20250921,2,3,Cheaper_10pct+,Medium_50_75pct,60,8,52,14,-9.62,0.82,8479.78
16083,20250921,2,3,Cheaper_10pct+,High_75_90pct,366,43,323,12,85.43,0.67,62649.23
16084,20250921,2,3,Cheaper_10pct+,Match_90pct+,236,181,55,77,-0.7,0.87,344043.0
16085,20250921,2,3,Cheaper_5_10pct,Low_0_50pct,57,31,26,55,-36.97,0.62,45974.46
16086,20250921,2,3,Cheaper_5_10pct,Medium_50_75pct,200,74,126,37,31.07,0.81,52735.52
16087,20250921,2,3,Cheaper_5_10pct,High_75_90pct,170,129,41,76,-2.07,0.83,171439.26
16088,20250921,2,3,Cheaper_5_10pct,Match_90pct+,458,320,138,70,68.79,0.7,190797.32
16089,20250921,2,3,Match_5pct,Low_0_50pct,333,86,247,26,-57.63,0.89,114464.8
16090,20250921,2,3,Match_5pct,Medium_50_75pct,86,8,78,10,87.17,0.79,14934.87
16091,20250921,2,3,Match_5pct,High_75_90pct,126,12,114,10,45.58,0.62,10293.04
16092,20250921,2,3,Match_5pct,Match_90pct+,229,82,147,36,87.25,0.91,93900.29
16093,20250921,2,3,Expensive_5_10pct,Low_0_50pct,358,182,176,51,58.85,0.65,146832.44
16094,20250921,2,3,Expensive_5_10pct,Medium_50_75pct,475,199,276,42,-77.44,0.66,343632.08
16095,20250921,2,3,Expensive_5_10pct,High_75_90pct,426,144,282,34,82.48,0.67,144218.12
16096,20250921,2,3,Expensive_5_10pct,Match_90pct+,360,64,296,18,45.9,0.87,33593.27
16097,20250921,2,3,Expensive_10pct+,Low_0_50pct,107,21,86,20,40.78,0.68,13392.63
16098,20250921,2,3,Expensive_10pct+,Medium_50_75pct,132,71,61,54,14.42,0.71,106238.17
16099,20250921,2,3,Expensive_10pct+,High_75_90pct,115,29,86,26,-63.68,0.66,31696.21
16100,20250921,2,3,Expensive_10pct+,Match_90pct+,357,67,290,19,47.01,0.9,49022.27
16101,20250921,2,4,Cheaper_10pct+,Low_0_50pct,92,58,34,64,-79.57,0.63,66006.87
16102,20250921,2,4,Cheaper_10pct+,Medium_50_75pct,343,236,107,69,32.74,0.71,393263.97
16103,20250921,2,4,Cheaper_10pct+,High_75_90pct,72,56,16,79,45.1,0.76,46274.38
16104,20250921,2,4,Cheaper_10pct+,Match_90pct+,181,110,71,61,88.32,0.96,217173.82
16105,20250921,2,4,Cheaper_5_10pct,Low_0_50pct,298,184,114,62,83.12,0.75,365175.43
16106,20250921,2,4,Cheaper_5_10pct,Medium_50_75pct,285,156,129,55,18.7,0.77,78473.91
16107,20250921,2,4,Cheaper_5_10pct,High_75_90pct,322,186,136,58,-58.53,0.68,189393.67
16108,20250921,2,4,Cheaper_5_10pct,Match_90pct+,157,29,128,19,-5.69,0.56,31291.43
16109,20250921,2,4,Match_5pct,Low_0_50pct,89,51,38,58,34.53,0.99,98463.38
16110,20250921,2,4,Match_5pct,Medium_50_75pct,218,143,75,66,10.93,0.8,170809.57
16111,20250921,2,4,Match_5pct,High_75_90pct,173,43,130,25,24.19,0.81,33751.94
16112,20250921,2,4,Match_5pct,Match_90pct+,108,31,77,29,81.26,0.96,46705.09
16113,20250921,2,4,Expensive_5_10pct,Low_0_50pct,484,222,262,46,-41.29,0.68,387761.11
16114,20250921,2,4,Expensive_5_10pct,Medium_50_75pct,244,175,69,72,-79.75,0.57,316322.23
16115,20250921,2,4,Expensive_5_10pct,High_75_90pct,246,182,64,74,99.6,0.65,113743.79
16116,20250921,2,4,Expensive_5_10pct,Match_90pct+,282,81,201,29,71.15,0.61,83978.28
16117,20250921,2,4,Expensive_10pct+,Low_0_50pct,397,281,116,71,37.95,0.56,266939.94
16118,20250921,2,4,Expensive_10pct+,Medium_50_75pct,109,79,30,73,74.63,0.61,52850.21
16119,20250921,2,4,Expensive_10pct+,High_75_90pct,174,48,126,28,47.63,0.62,48129.1
16120,20250921,2,4,Expensive_10pct+,Match_90pct+,332,39,293,12,-1.64,0.96,57382.16
16121,20250921,2,5,Cheaper_10pct+,Low_0_50pct,176,49,127,28,70.9,0.9,71761.37
16122,20250921,2,5,Cheaper_10pct+,Medium_50_75pct,57,26,31,46,44.53,0.97,45514.31
16123,20250921,2,5,Cheaper_10pct+,High_75_90pct,167,131,36,79,-43.03,0.88,184389.72
16124,20250921,2,5,Cheaper_10pct+,Match_90pct+,330,62,268,19,46.91,0.69,111236.76
16125,20250921,2,5,Cheaper_5_10pct,Low_0_50pct,163,81,82,50,97.74,0.59,142963.2
16126,20250921,2,5,Cheaper_5_10pct,Medium_50_75pct,434,78,356,18,-1.09,0.93,94747.57
16127,20250921,2,5,Cheaper_5_10pct,High_75_90pct,362,39,323,11,-67.12,0.88,31947.34
16128,20250921,2,5,Cheaper_5_10pct,Match_90pct+,381,243,138,64,17.02,0.69,255132.86
16129,20250921,2,5,Match_5pct,Low_0_50pct,124,27,97,22,99.24,0.91,27326.09
16130,20250921,2,5,Match_5pct,Medium_50_75pct,89,21,68,24,-26.05,0.83,32410.85
16131,20250921,2,5,Match_5pct,High_75_90pct,194,83,111,43,19.85,0.92,77371.09
16132,20250921,2,5,Match_5pct,Match_90pct+,461,202,259,44,72.49,0.52,316061.69
16133,20250921,2,5,Expensive_5_10pct,Low_0_50pct,95,30,65,32,63.74,0.93,28311.47
16134,20250921,2,5,Expensive_5_10pct,Medium_50_75pct,165,103,62,63,-25.01,0.66,205066.57
16135,20250921,2,5,Expensive_5_10pct,High_75_90pct,81,35,46,44,-51.74,0.56,21468.11
16136,20250921,2,5,Expensive_5_10pct,Match_90pct+,290,191,99,66,58.44,0.99,232605.01
16137,20250921,2,5,Expensive_10pct+,Low_0_50pct,213,132,81,62,-41.92,0.54,188127.05
16138,20250921,2,5,Expensive_10pct+,Medium_50_75pct,204,116,88,57,64.2,0.72,69935.22
16139,20250921,2,5,Expensive_10pct+,High_75_90pct,74,42,32,57,51.8,0.93,48873.35
16140,20250921,2,5,Expensive_10pct+,Match_90pct+,413,198,215,48,34.53,0.89,138581.19
16141,20250921,3,3,Cheaper_10pct+,Low_0_50pct,368,187,181,51,-82.64,0.63,220411.41
16142,20250921,3,3,Cheaper_10pct+,Medium_50_75pct,265,66,199,25,-50.96,0.89,115506.53
16143,20250921,3,3,Cheaper_10pct+,High_75_90pct,400,276,124,69,-25.17,0.96,172064.15
16144,20250921,3,3,Cheaper_10pct+,Match_90pct+,133,14,119,11,-6.91,0.51,13251.71
16145,20250921,3,3,Cheaper_5_10pct,Low_0_50pct,327,39,288,12,-87.71,0.94,20195.54
16146,20250921,3,3,Cheaper_5_10pct,Medium_50_75pct,398,79,319,20,-71.4,0.53,106537.68
16147,20250921,3,3,Cheaper_5_10pct,High_75_90pct,91,40,51,44,-22.11,0.8,26102.7
16148,20250921,3,3,Cheaper_5_10pct,Match_90pct+,211,90,121,43,-93.97,0.56,84851.11
16149,20250921,3,3,Match_5pct,Low_0_50pct,204,77,127,38,28.05,0.81,40114.77
16150,20250921,3,3,Match_5pct,Medium_50_75pct,364,105,259,29,87.64,0.99,197123.91
16151,20250921,3,3,Match_5pct,High_75_90pct,362,224,138,62,-94.02,0.5,217437.51
16152,20250921,3,3,Match_5pct,Match_90pct+,456,282,174,62,-91.21,0.93,417907.16
16153,20250921,3,3,Expensive_5_10pct,Low_0_50pct,171,124,47,73,-82.11,0.52,233559.8
16154,20250921,3,3,Expensive_5_10pct,Medium_50_75pct,460,69,391,15,-53.26,0.8,125071.75
16155,20250921,3,3,Expensive_5_10pct,High_75_90pct,209,104,105,50,-45.88,0.66,93790.56
16156,20250921,3,3,Expensive_5_10pct,Match_90pct+,465,153,312,33,21.41,0.8,251347.28
16157,20250921,3,3,Expensive_10pct+,Low_0_50pct,165,75,90,46,-49.18,0.89,143259.02
16158,20250921,3,3,Expensive_10pct+,Medium_50_75pct,189,20,169,11,13.11,0.87,37675.22
16159,20250921,3,3,Expensive_10pct+,High_75_90pct,336,164,172,49,-24.85,0.92,134352.62
16160,20250921,3,3,Expensive_10pct+,Match_90pct+,438,310,128,71,-65.27,0.67,203465.3
16161,20250921,3,4,Cheaper_10pct+,Low_0_50pct,175,89,86,51,60.44,0.99,161990.29
16162,20250921,3,4,Cheaper_10pct+,Medium_50_75pct,356,167,189,47,26.77,0.55,260297.96
16163,20250921,3,4,Cheaper_10pct+,High_75_90pct,383,199,184,52,-12.62,1.0,237559.01
16164,20250921,3,4,Cheaper_10pct+,Match_90pct+,63,17,46,27,25.82,0.77,17430.0
16165,20250921,3,4,Cheaper_5_10pct,Low_0_50pct,126,60,66,48,39.4,0.91,39825.54
16166,20250921,3,4,Cheaper_5_10pct,Medium_50_75pct,67,8,59,12,79.85,0.62,6014.56
16167,20250921,3,4,Cheaper_5_10pct,High_75_90pct,107,77,30,72,-73.71,0.7,99555.58
16168,20250921,3,4,Cheaper_5_10pct,Match_90pct+,188,90,98,48,97.47,0.78,178118.23
16169,20250921,3,4,Match_5pct,Low_0_50pct,107,53,54,50,-1.03,0.84,33331.79
16170,20250921,3,4,Match_5pct,Medium_50_75pct,360,136,224,38,16.61,0.83,100209.07
16171,20250921,3,4,Match_5pct,High_75_90pct,94,17,77,19,-34.73,0.76,24901.07
16172,20250921,3,4,Match_5pct,Match_90pct+,279,41,238,15,-45.75,0.77,55445.9
16173,20250921,3,4,Expensive_5_10pct,Low_0_50pct,401,176,225,44,-23.67,0.97,192997.93
16174,20250921,3,4,Expensive_5_10pct,Medium_50_75pct,285,196,89,69,-32.36,0.79,289679.7
16175,20250921,3,4,Expensive_5_10pct,High_75_90pct,124,99,25,80,41.09,0.62,74575.24
16176,20250921,3,4,Expensive_5_10pct,Match_90pct+,50,11,39,22,98.03,1.0,15715.59
16177,20250921,3,4,Expensive_10pct+,Low_0_50pct,138,86,52,63,87.41,0.94,90994.31
16178,20250921,3,4,Expensive_10pct+,Medium_50_75pct,174,104,70,60,10.93,0.82,61847.56
16179,20250921,3,4,Expensive_10pct+,High_75_90pct,294,105,189,36,37.93,0.77,61539.63
16180,20250921,3,4,Expensive_10pct+,Match_90pct+,358,236,122,66,-24.75,0.92,409984.1
16181,20250921,3,5,Cheaper_10pct+,Low_0_50pct,279,181,98,65,-15.15,0.79,190515.75
16182,20250921,3,5,Cheaper_10pct+,Medium_50_75pct,263,42,221,16,-19.78,0.99,45550.32
16183,20250921,3,5,Cheaper_10pct+,High_75_90pct,225,85,140,38,-78.91,0.74,110025.43
16184,20250921,3,5,Cheaper_10pct+,Match_90pct+,304,130,174,43,12.24,0.85,224740.49
16185,20250921,3,5,Cheaper_5_10pct,Low_0_50pct,135,31,104,23,-30.29,0.73,20449.99
16186,20250921,3,5,Cheaper_5_10pct,Medium_50_75pct,271,186,85,69,0.62,0.7,370851.32
16187,20250921,3,5,Cheaper_5_10pct,High_75_90pct,118,60,58,51,-19.38,0.77,37246.23
16188,20250921,3,5,Cheaper_5_10pct,Match_90pct+,149,40,109,27,-34.64,0.89,60597.73
16189,20250921,3,5,Match_5pct,Low_0_50pct,449,224,225,50,-29.7,0.91,385548.91
16190,20250921,3,5,Match_5pct,Medium_50_75pct,451,175,276,39,73.31,0.65,301777.96
16191,20250921,3,5,Match_5pct,High_75_90pct,335,134,201,40,-0.07,0.6,222618.84
16192,20250921,3,5,Match_5pct,Match_90pct+,82,27,55,34,46.62,0.96,52849.94
16193,20250921,3,5,Expensive_5_10pct,Low_0_50pct,159,109,50,69,-16.8,0.73,212364.18
16194,20250921,3,5,Expensive_5_10pct,Medium_50_75pct,261,57,204,22,-7.95,0.92,47094.22
16195,20250921,3,5,Expensive_5_10pct,High_75_90pct,492,285,207,58,-48.65,0.89,520004.84
16196,20250921,3,5,Expensive_5_10pct,Match_90pct+,213,164,49,77,43.52,0.67,185099.47
16197,20250921,3,5,Expensive_10pct+,Low_0_50pct,420,226,194,54,-8.12,0.84,156674.36
16198,20250921,3,5,Expensive_10pct+,Medium_50_75pct,153,82,71,54,11.9,0.92,119493.24
16199,20250921,3,5,Expensive_10pct+,High_75_90pct,261,167,94,64,89.51,0.78,124795.25
16200,20250921,3,5,Expensive_10pct+,Match_90pct+,120,42,78,35,-7.21,0.93,39173.11
16201,20250928,1,3,Cheaper_10pct+,Low_0_50pct,232,167,65,72,14.41,0.95,108890.55
16202,20250928,1,3,Cheaper_10pct+,Medium_50_75pct,495,163,332,33,-74.22,0.76,210706.36
16203,20250928,1,3,Cheaper_10pct+,High_75_90pct,182,70,112,39,46.33,0.61,124537.22
16204,20250928,1,3,Cheaper_10pct+,Match_90pct+,440,127,313,29,33.25,0.54,214017.42
16205,20250928,1,3,Cheaper_5_10pct,Low_0_50pct,220,103,117,47,16.24,0.83,90957.31
16206,20250928,1,3,Cheaper_5_10pct,Medium_50_75pct,375,150,225,40,8.42,0.59,288675.04
16207,20250928,1,3,Cheaper_5_10pct,High_75_90pct,379,159,220,42,41.97,0.98,269340.0
16208,20250928,1,3,Cheaper_5_10pct,Match_90pct+,351,252,99,72,-99.03,0.92,493665.55
16209,20250928,1,3,Match_5pct,Low_0_50pct,115,73,42,64,79.41,0.7,141989.17
16210,20250928,1,3,Match_5pct,Medium_50_75pct,262,96,166,37,55.21,0.75,81813.46
16211,20250928,1,3,Match_5pct,High_75_90pct,100,54,46,54,-54.05,0.51,96613.57
16212,20250928,1,3,Match_5pct,Match_90pct+,474,61,413,13,45.55,1.0,88146.05
16213,20250928,1,3,Expensive_5_10pct,Low_0_50pct,493,354,139,72,-7.01,0.74,436769.65
16214,20250928,1,3,Expensive_5_10pct,Medium_50_75pct,496,376,120,76,96.38,0.55,606994.8
16215,20250928,1,3,Expensive_5_10pct,High_75_90pct,278,69,209,25,83.21,0.59,39816.52
16216,20250928,1,3,Expensive_5_10pct,Match_90pct+,318,225,93,71,75.19,0.81,421938.63
16217,20250928,1,3,Expensive_10pct+,Low_0_50pct,413,305,108,74,-14.97,0.8,605082.79
16218,20250928,1,3,Expensive_10pct+,Medium_50_75pct,189,69,120,37,-6.95,1.0,118026.54
16219,20250928,1,3,Expensive_10pct+,High_75_90pct,283,158,125,56,-39.86,0.53,290535.55
16220,20250928,1,3,Expensive_10pct+,Match_90pct+,112,61,51,55,32.17,0.95,36938.59
16221,20250928,1,4,Cheaper_10pct+,Low_0_50pct,318,197,121,62,-19.26,0.8,152300.0
16222,20250928,1,4,Cheaper_10pct+,Medium_50_75pct,236,96,140,41,-3.79,0.61,87485.68
16223,20250928,1,4,Cheaper_10pct+,High_75_90pct,461,193,268,42,91.48,0.93,229509.08
16224,20250928,1,4,Cheaper_10pct+,Match_90pct+,376,52,324,14,-89.33,0.79,100090.17
16225,20250928,1,4,Cheaper_5_10pct,Low_0_50pct,476,214,262,45,48.63,0.71,337922.12
16226,20250928,1,4,Cheaper_5_10pct,Medium_50_75pct,145,78,67,54,-39.53,0.59,96988.12
16227,20250928,1,4,Cheaper_5_10pct,High_75_90pct,61,34,27,56,-31.96,0.55,27235.19
16228,20250928,1,4,Cheaper_5_10pct,Match_90pct+,104,16,88,16,-42.82,0.61,23251.07
16229,20250928,1,4,Match_5pct,Low_0_50pct,130,29,101,23,-3.73,0.61,51739.58
16230,20250928,1,4,Match_5pct,Medium_50_75pct,119,52,67,44,-55.57,0.73,59404.24
16231,20250928,1,4,Match_5pct,High_75_90pct,186,53,133,29,-21.67,0.99,69197.19
16232,20250928,1,4,Match_5pct,Match_90pct+,306,61,245,20,-3.21,0.9,81728.61
16233,20250928,1,4,Expensive_5_10pct,Low_0_50pct,145,114,31,79,-30.2,0.86,87183.64
